id,availability,condition,title,description,link,image_link,price,gtin,mpn,brand,item_group_id,google_product_category,color,material,pattern
"1000222365Gris-Oscuro","in stock","new","POLERON DUO RUSTY CREW","El Poleron Duo Rusty Crew está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con un cuello redondo resaltando comodidad. Su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.600Estilo: 7O248-MI","https://rusty.cl/vestuario-poleron-duo-rusty-crew-1000222365gris-oscuro.html","https://rusty.cl/media/catalog/product/7/o/7o248-mi23lisodgrey-1.jpg","20990.00 CLP","","","Rusty","","","Gris Oscuro","",""
"1000222383Multicolor","in stock","new","POLERON RSTY TYE","El Poleron RSTY TYE está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con un cuello redondo resaltando comodidad. Su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.600Estilo: 7O251-MI","https://rusty.cl/vestuario-poleron-rsty-tye-1000222383multicolor.html","https://rusty.cl/media/catalog/product/7/o/7o251-mi23multicolormcolor-1.jpg","24490.00 CLP","","","Rusty","","","Multicolor","",""
"1000222389Gris-Oscuro","in stock","new","POLERON RUSTY LOGO HOODIE","El Poleron rusty logo hoodie está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con capucha y bolsillo tipo canguro, y su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O252-MI","https://rusty.cl/vestuario-poleron-rusty-logo-hoodie-1000222389gris-oscuro.html","https://rusty.cl/media/catalog/product/7/o/7o252-mi23lisodgrey-1.jpg","23090.00 CLP","","","Rusty","","","Gris Oscuro","",""
"1000222395Olivo","in stock","new","POLERON ANTI BAD VIBES","El Poleron ANTI BAD VIBES está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con capucha y bolsillo tipo canguro, y su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O253-MI","https://rusty.cl/vestuario-poleron-anti-bad-vibes-1000222395olivo.html","https://rusty.cl/media/catalog/product/7/o/7o253-mi23lisoolive-1.jpg","23090.00 CLP","","","Rusty","","","Verde","",""
"1000222407Negro","in stock","new","POLERON NO SLOGAN HOODIE","El Poleron No Slogan Hoodie está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con capucha y bolsillo tipo canguro, y su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O255-MI","https://rusty.cl/vestuario-poleron-no-slogan-hoodie-1000222407negro.html","https://rusty.cl/media/catalog/product/7/o/7o255-mi23lisoblack-1.jpg","23090.00 CLP","","","Rusty","","","Negro","",""
"1000222413Marino","in stock","new","POLERON RUSTY AUTHENTIC HOODIE","El Poleron Rusty Authentic Hoodie está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con capucha y bolsillo tipo canguro, y su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O256-MI","https://rusty.cl/vestuario-poleron-rusty-authentic-hoodie-1000222413marino.html","https://rusty.cl/media/catalog/product/7/o/7o256-mi23lisonavy-1.jpg","23090.00 CLP","","","Rusty","","","Azul Marino","",""
"1000222431Marino","in stock","new","POLERON ORIGINAL DUO ACID HOODIE","El Poleron Original Duo Acid Hoodie está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con capucha y bolsillo tipo canguro, y su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O259-MI","https://rusty.cl/vestuario-poleron-original-duo-acid-hoodie-1000222431marino.html","https://rusty.cl/media/catalog/product/7/o/7o259-mi23lisonavy-1.jpg","24490.00 CLP","","","Rusty","","","Azul Marino","",""
"1000222479Morado","in stock","new","POLERON THE OUR KIND 85 ZIP","El Poleron The our kind 85 Zip está compuesto de 60% algodón - 40% Poliéster perfecto para cualquier temporada. Cuenta con un cierre completo de gran calidad y bolsillos laterales para guardar tus pertenencias. Su tela brinda comodidad en un estilo y fit clásico hecho para el uso diario.Composicion: 60% Algodón - 40% PoliésterPeso: 0.700Estilo: 7O267-MI","https://rusty.cl/vestuario-poleron-the-our-kind-85-zip-1000222479morado.html","https://rusty.cl/media/catalog/product/7/o/7o267-mi23lisopurple-1.jpg","26590.00 CLP","","","Rusty","","","Morado","",""
"1000232345Verde-Militar","in stock","new","POLERON CHIPORRO RSTY IN THE LOOK","Composicion: 100% PoliésterPeso: 0.700Estilo: 7O398-MI","https://rusty.cl/vestuario-poleron-chiporro-rsty-in-the-look-1000232345verde-militar.html","https://rusty.cl/media/catalog/product/7/o/7o398-mi23lisomilitary-1.jpg","31490.00 CLP","","","Rusty","","","Verde Militar","",""
"1000236507Verde-Militar","in stock","new","Poleron CLASSIC BICOLOR","Composicion: 100% PoliésterPeso: s/iEstilo: 7O371-MI","https://rusty.cl/vestuario-poleron-classic-bicolor-1000236507verde-militar.html","https://rusty.cl/media/catalog/product/7/o/7o371-mi23lisomilitary-1.jpg","38490.00 CLP","","","Rusty","","","","",""
"1000236519Multicolor","in stock","new","Poleron RS GREEK","Composicion: 100% PoliésterPeso: s/iEstilo: 7O373-MI","https://rusty.cl/vestuario-poleron-rs-greek-1000236519multicolor.html","https://rusty.cl/media/catalog/product/7/o/7o373-mi23fullprintmcolor-1.jpg","34990.00 CLP","","","Rusty","","","","",""
"1000213609Negro","in stock","new","TOALLA ORIGINAL SPIRAL","Composicion: 100% AlgodónPeso=0.560Estilo=6AV706-MV23","https://rusty.cl/accesorios-toalla-original-spiral-1000213609negro.html","https://rusty.cl/media/catalog/product/7/a/7av706-mv23fullprintblack-1.jpg","19990.00 CLP","","","Rusty","","","","",""
"1000213611Multicolor","in stock","new","TOALLA RUSTY GRADIENT","Composicion: 100% AlgodónPeso=0.560Estilo=6AV707-MV23Medidas: 90x170","https://rusty.cl/accesorios-toalla-rusty-gradient-1000213611multicolor.html","https://rusty.cl/media/catalog/product/7/a/7av707-mv23fullprintmcolor-1.jpg","19990.00 CLP","","","Rusty","","","","",""
"1000213607Negro","in stock","new","TOALLA RUSTY KIND R","Composicion: 100% AlgodónPeso=0.560Estilo=6AV705-MV23","https://rusty.cl/accesorios-toalla-rusty-kind-r-1000213607negro.html","https://rusty.cl/media/catalog/product/7/a/7av705-mv23fullprintblack-1.jpg","19990.00 CLP","","","Rusty","","","","",""
"1000178811blue-2","in stock","new","JOCKEY ATT Rust Cap","Estilo de Color: LisoComposicion: 80% Acrílico / 20% LanaTipo Jockey: SnapbackEstilo: 7AJ365","https://rusty.cl/dominio-acid-cap-blue-os-1000178812-2.html","https://rusty.cl/media/catalog/product/e/s/estilo_7aj3651.jpg","16990.00 CLP","","","Rusty","","","","",""
"1000233281Multicolor","in stock","new","BEANIE R CAMO","Composicion: 100% AcrílicoPeso: 0.060Estilo: 7G403-MI","https://rusty.cl/accesorios-beanie-r-camo-1000233281multicolor.html","https://rusty.cl/media/catalog/product/7/g/7g403-mi23multicolormcolor-1.jpg","3990.00 CLP","","","Rusty","","","Multicolor","",""
"1000233287Burdeo","in stock","new","BEANIE OUR KIND","Composicion: 100% AcrílicoPeso: 0.060Estilo: 7G405-MI","https://rusty.cl/accesorios-beanie-our-kind-1000233287burdeo.html","https://rusty.cl/media/catalog/product/7/g/7g405-mi23lisobordeaux-1.jpg","3990.00 CLP","","","Rusty","","","Burdeo","",""
"1000233288Verde-Militar","in stock","new","BEANIE OUR KIND","Composicion: 100% AcrílicoPeso: 0.060Estilo: 7G405-MI","https://rusty.cl/accesorios-beanie-our-kind-1000233288verde-militar.html","https://rusty.cl/media/catalog/product/7/g/7g405mi23_militarygreen_1.jpg","3990.00 CLP","","","Rusty","","","","",""
"1000233305Multicolor","in stock","new","BEANIE ORIGINAL GOODS CAMO","Composicion: 100% AcrílicoPeso: 0.060Estilo: 7G410-MI","https://rusty.cl/accesorios-beanie-original-goods-camo-1000233305multicolor.html","https://rusty.cl/media/catalog/product/7/g/7g410-mi23multicolormcolor-1.jpg","3990.00 CLP","","","Rusty","","","Multicolor","",""
"1000171158Verde","in stock","new","POLERON CHIPORRO RST TRUST","Composicion: 100%PolyesterPeso: 0.700Estilo: 7O191-MI22","https://rusty.cl/vestuario-poleron-chiporro-rst-trust-1000171158verde.html","https://rusty.cl/media/catalog/product/7/o/7o191-mi22lisogreen-1.jpg","27990.00 CLP","","","Rusty","","","Verde","",""
"1000171159Gris","in stock","new","POLERON CHIPORRO RST TRUST","Composicion: 100%PolyesterPeso: 0.700Estilo: 7O191-MI22","https://rusty.cl/vestuario-poleron-chiporro-rst-trust-1000171159gris.html","https://rusty.cl/media/catalog/product/7/o/7o191-mi22lisogrey-1.jpg","27990.00 CLP","","","Rusty","","","Gris","",""
"1000171208Multicolor","in stock","new","POLERON CHIPORRO RST Z-BRA R","Composicion: 100%PolyesterPeso: 0.700Estilo: 7O192-MI22","https://rusty.cl/vestuario-poleron-chiporro-rst-z-bra-r-1000171208multicolor.html","https://rusty.cl/media/catalog/product/7/o/7o192-mi22fullprintmcolor-1.jpg","31490.00 CLP","","","Rusty","","","Multicolor","",""
"1000081241Verde","in stock","new","BEANIE 7G198","Estilo de Color: LisoComposicion: 100% AcrílicoPeso: 0.060Estilo: 7G198-MI","https://rusty.cl/accesorios-beanie-7g198-1000081241verde.html","https://rusty.cl/media/catalog/product/7/g/7g198-mi20lisogreen_1.jpg","3990.00 CLP","","","Rusty","","","Verde","",""
"1000081249Negro","in stock","new","BEANIE 7G200","Estilo de Color: LisoComposicion: 100% AcrílicoPeso: 0.060Estilo: 7G200-MI","https://rusty.cl/accesorios-beanie-7g200-1000081249negro.html","https://rusty.cl/media/catalog/product/7/g/7g200-mi20lisoblack_1.jpg","3990.00 CLP","","","Rusty","","","Negro","",""
"1000081252Verde","in stock","new","BEANIE 7G201","Estilo de Color: LisoComposicion: 100% AcrílicoPeso: 0.060Estilo: 7G201-MI","https://rusty.cl/accesorios-beanie-7g201-1000081252verde.html","https://rusty.cl/media/catalog/product/7/g/7g201-mi20lisogreen_1.jpg","3990.00 CLP","","","Rusty","","","Verde","",""
"1000081253Gris","in stock","new","BEANIE 7G201","Estilo de Color: LisoComposicion: 100% AcrílicoPeso: 0.060Estilo: 7G201-MI","https://rusty.cl/accesorios-beanie-7g201-1000081253gris.html","https://rusty.cl/media/catalog/product/7/g/7g201-mi20lisogrey_1.jpg","3990.00 CLP","","","Rusty","","","","",""
"1000174113","in stock","new","Lentes Sol","5HG241-UT","https://rusty.cl/1000174113.html","https://rusty.cl/media/catalog/product/placeholder/websites/10/placeholder-rusty.png","99990.00 CLP","","","Rusty","1000173605Alt 1","","Negro","",""
"1000241820Multicolor","in stock","new","CAMISA DAPPER VISCOSA","La camisa de manga corta de Rusty, confeccionada al 100% en viscosa, es un soplo de verano que acaricia la piel. Sus fibras ligeras narran la historia del sol en cada estampado, mientras su suavidad envuelve como una brisa marina. Es el latido de la temporada estival capturado en una prenda, lista para teñir tus días de calidez y estilo.","https://rusty.cl/vestuario-camisa-m-c-7c214-1000241820multicolor.html","https://rusty.cl/media/catalog/product/7/c/7c214-mv24fullprintmcolor-1.jpg","24990.00 CLP","","","Rusty","","","","",""
"1000241844Multicolor","in stock","new","CAMISA SLEEK VISCOSA","La camisa de manga corta de Rusty, confeccionada al 100% en viscosa, es un soplo de verano que acaricia la piel. Sus fibras ligeras narran la historia del sol en cada estampado, mientras su suavidad envuelve como una brisa marina. Es el latido de la temporada estival capturado en una prenda, lista para teñir tus días de calidez y estilo.","https://rusty.cl/vestuario-camisa-m-c-7c218-1000241844multicolor.html","https://rusty.cl/media/catalog/product/7/C/7C218-MV24FULLPRINTMCOLOR-1_5.jpg","24990.00 CLP","","","Rusty","","","","",""
"1000241850Multicolor","in stock","new","CAMISA URBAN EDGE VISCOSA","La camisa de manga corta de Rusty, confeccionada al 100% en viscosa, es un soplo de verano que acaricia la piel. Sus fibras ligeras narran la historia del sol en cada estampado, mientras su suavidad envuelve como una brisa marina. Es el latido de la temporada estival capturado en una prenda, lista para teñir tus días de calidez y estilo.","https://rusty.cl/vestuario-camisa-m-c-7c219-1000241850multicolor.html","https://rusty.cl/media/catalog/product/7/C/7C219-MV24FULLPRINTMCOLOR-1_5.jpg","24990.00 CLP","","","Rusty","","","","",""
"1000241856Multicolor","in stock","new","CAMISA BOLD LINE VISCOSA","La camisa de manga corta de Rusty, confeccionada al 100% en viscosa, es un soplo de verano que acaricia la piel. Sus fibras ligeras narran la historia del sol en cada estampado, mientras su suavidad envuelve como una brisa marina. Es el latido de la temporada estival capturado en una prenda, lista para teñir tus días de calidez y estilo.","https://rusty.cl/vestuario-camisa-m-c-7c220-1000241856multicolor.html","https://rusty.cl/media/catalog/product/7/C/7C220-MV24FULLPRINTMCOLOR-1_5.jpg","24990.00 CLP","","","Rusty","","","","",""
"1000241880Multicolor","in stock","new","CAMISA VIBE ALGODÓN","","https://rusty.cl/vestuario-camisa-m-c-storie-1000241880multicolor.html","https://rusty.cl/media/catalog/product/7/C/7C224-MV24FULLPRINTMCOLOR-1_5.jpg","27990.00 CLP","","","Rusty","","","","",""
"1000253601Gris Oscuro","in stock","new","Polera M/C ADVOCATE","La polera de manga corta Rusty, confeccionada al 100% en algodón orgánico, es un canto a la sostenibilidad y la frescura veraniega. Cada hilo cuenta la historia de un compromiso con la naturaleza, mientras su suavidad se convierte en un abrazo en los días cálidos. Esta prenda es un eco de estilo consciente, una declaración de amor por el planeta y la moda.","https://rusty.cl/vestuario-polera-m-c-advocate-1000253601gris-oscuro.html","https://rusty.cl/media/catalog/product/7/P/7P366-MV24LISODGREY-1_5.jpg","7990.00 CLP","","","Rusty","","","","",""
"1000253841Morado","in stock","new","Poleron Canguro WORLD WIDE","El polerón canguro Rusty, elaborado con un 60% de algodón y un 40% de poliéster, es como llevar la comodidad y la aventura en cada paso. Su diseño versátil y acogedor te abraza con calidez, mientras su resistente confección te prepara para cualquier desafío. Más que una prenda, es un reflejo de tu espíritu inquebrantable, listo para enfrentar cada día con estilo y determinación.","https://rusty.cl/vestuario-poleron-canguro-world-wide-1000253841morado.html","https://rusty.cl/media/catalog/product/7/O/7O413-MV24LISOPURPLE-1_5.jpg","23090.00 CLP","","","Rusty","","","","",""
"1000253865Gris Oscuro","in stock","new","Poleron Fullzipper ELECTRIC PALM ACID","El polerón fullzipper Rusty, confeccionado con un 60% de algodón y un 40% de poliéster, es más que una prenda, es un reflejo de tu espíritu libre. Cada cremallera es un vínculo entre comodidad y versatilidad, mientras su tejido resistente abraza tus sueños con calidez. En cada cierre, se teje una historia de estilo y determinación para enfrentar los desafíos con audacia.","https://rusty.cl/vestuario-poleron-fullzipper-electric-palm-acid-1000253865gris-oscuro.html","https://rusty.cl/media/catalog/product/7/O/7O417-MV24LISODGREY-1_5.jpg","24490.00 CLP","","","Rusty","","","","",""
"1000263404Marino","in stock","new","JOCKEY BIG R BLUE","Los jockeys tipo Flex Fit de la marca Rusty son como una segunda piel que abraza tus sueños. Con una fusión perfecta de comodidad y estilo vanguardista, te llevan más allá de los límites convencionales. Cada costura es un recordatorio de tu determinación, mientras que su ajuste flexible te acompaña en cada movimiento, permitiéndote conquistar el día con confianza y autenticidad. Sumérgete en la esencia de la aventura y la pasión con estos jockeys que te inspiran a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-big-r-blue-1000263404marino.html","https://rusty.cl/media/catalog/product/7/A/7AJ464-MV24LISONAVY-1_1.jpg","16990.00 CLP","","","Rusty","","","","",""
"1000263406Rojo","in stock","new","JOCKEY BIG R RED","Los jockeys tipo Flex Fit de la marca Rusty son como una segunda piel que abraza tus sueños. Con una fusión perfecta de comodidad y estilo vanguardista, te llevan más allá de los límites convencionales. Cada costura es un recordatorio de tu determinación, mientras que su ajuste flexible te acompaña en cada movimiento, permitiéndote conquistar el día con confianza y autenticidad. Sumérgete en la esencia de la aventura y la pasión con estos jockeys que te inspiran a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-big-r-red-1000263406rojo.html","https://rusty.cl/media/catalog/product/7/A/7AJ465-MV24LISORED-1_1.jpg","16990.00 CLP","","","Rusty","","","","",""
"1000263408Negro","in stock","new","JOCKEY BROKE","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-broke-1000263408negro.html","https://rusty.cl/media/catalog/product/7/A/7AJ466-MV24LISOBLACK-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000263410Negro","in stock","new","JOCKEY PARADISE","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-paradise-1000263410negro.html","https://rusty.cl/media/catalog/product/7/A/7AJ467-MV24LISOBLACK-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000263414Azul Aceite","in stock","new","JOCKEY DADDY","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-daddy-1000263414azul-aceite.html","https://rusty.cl/media/catalog/product/7/A/7AJ469-MV24LISOOILBLUE-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000263418Negro","in stock","new","JOCKEY RETRO RUSTY","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-retro-rusty-1000263418negro.html","https://rusty.cl/media/catalog/product/7/A/7AJ472-MV24LISOBLACK-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000263420Gris Mezcla","in stock","new","JOCKEY OUR KIND RECORDS TRUCKER","Los jockeys tipo Trucker de Rusty son la fusión perfecta de estilo y actitud desenfadada. Con su malla trasera transpirable y diseño icónico, llevan consigo la esencia del espíritu aventurero. Desde el amanecer hasta el atardecer, estos jockeys te acompañan en cada paso, recordándote que la autenticidad es el accesorio más valioso.","https://rusty.cl/hombre-accesorios-jockey-our-kind-records-trucker-1000263420gris-mezcla.html","https://rusty.cl/media/catalog/product/7/A/7AJ473-MV24LISOGREYMEL-1_1.jpg","13990.00 CLP","","","Rusty","","","","",""
"1000263422Negro","in stock","new","JOCKEY LP TRUCKER","Los jockeys tipo Trucker de Rusty son la fusión perfecta de estilo y actitud desenfadada. Con su malla trasera transpirable y diseño icónico, llevan consigo la esencia del espíritu aventurero. Desde el amanecer hasta el atardecer, estos jockeys te acompañan en cada paso, recordándote que la autenticidad es el accesorio más valioso.","https://rusty.cl/hombre-accesorios-jockey-lp-trucker-1000263422negro.html","https://rusty.cl/media/catalog/product/7/A/7AJ474-MV24LISOBLACK-1_1.jpg","13990.00 CLP","","","Rusty","","","","",""
"1000263424Negro","in stock","new","JOCKEY BOX OUT TRUCKER","Los jockeys tipo Trucker de Rusty son la fusión perfecta de estilo y actitud desenfadada. Con su malla trasera transpirable y diseño icónico, llevan consigo la esencia del espíritu aventurero. Desde el amanecer hasta el atardecer, estos jockeys te acompañan en cada paso, recordándote que la autenticidad es el accesorio más valioso.","https://rusty.cl/hombre-accesorios-jockey-box-out-trucker-1000263424negro.html","https://rusty.cl/media/catalog/product/7/A/7AJ477-MV24LISOBLACK-1_1.jpg","13990.00 CLP","","","Rusty","","","","",""
"1000263428Multicolor","in stock","new","JOCKEY CALU","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-calu-1000263428multicolor.html","https://rusty.cl/media/catalog/product/7/A/7AJ482-MV24FULLPRINTMCOLOR-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000263430Multicolor","in stock","new","JOCKEY NEO GIANT","Los jockeys tipo Snapback de Rusty capturan la esencia del espíritu libre en cada puntada. Con su estilo inconfundible y actitud audaz, son más que accesorios; son símbolos de autenticidad. Desde la playa hasta la ciudad, cada vez que ajustas su broche, te sumerges en la energía de la exploración sin límites. Deja que tu cabeza lleve el emblema de la individualidad con estos jockeys que desafían las convenciones y te invitan a vivir sin restricciones.","https://rusty.cl/hombre-accesorios-jockey-neo-giant-1000263430multicolor.html","https://rusty.cl/media/catalog/product/7/A/7AJ483-MV24FULLPRINTMCOLOR-1_1.jpg","15990.00 CLP","","","Rusty","","","","",""
"1000259147Multicolor","in stock","new","TRAJE DE BAÑO STORIE BOARDSHORT","Sumérgete en la esencia del verano con los trajes de baño Rusty para hombres. Diseñados para destacar tu confianza y estilo en la playa, cada traje cuenta una historia de diversión y libertad. Con detalles únicos y comodidad insuperable, Rusty te lleva hacia el horizonte del sol y el mar. Vive el verano con pasión y estilo con Rusty.","https://rusty.cl/vestuario-traje-de-bano-storie-boardshort-1000259147multicolor.html","https://rusty.cl/media/catalog/product/7/T/7T437-MV24FULLPRINTMCOLOR-1_4.jpg","29990.00 CLP","","","Rusty","","","","",""
"1000259152Multicolor","in stock","new","TRAJE DE BAÑO STIL FLORA BOARDSHORT","Sumérgete en la esencia del verano con los trajes de baño Rusty para hombres. Diseñados para destacar tu confianza y estilo en la playa, cada traje cuenta una historia de diversión y libertad. Con detalles únicos y comodidad insuperable, Rusty te lleva hacia el horizonte del sol y el mar. Vive el verano con pasión y estilo con Rusty.","https://rusty.cl/vestuario-traje-de-bano-stil-flora-boardshort-1000259152multicolor.html","https://rusty.cl/media/catalog/product/7/T/7T438-MV24FULLPRINTMCOLOR-1_4.jpg","29990.00 CLP","","","Rusty","","","","",""
"1000259162Negro","in stock","new","TRAJE DE BAÑO MIS RUSTY LINES BOARDSHORT","Sumérgete en la esencia del verano con los trajes de baño Rusty para hombres. Diseñados para destacar tu confianza y estilo en la playa, cada traje cuenta una historia de diversión y libertad. Con detalles únicos y comodidad insuperable, Rusty te lleva hacia el horizonte del sol y el mar. Vive el verano con pasión y estilo con Rusty.","https://rusty.cl/vestuario-traje-de-bano-mis-rusty-lines-boardshort-1000259162negro.html","https://rusty.cl/media/catalog/product/7/T/7T440-MV24FULLPRINTBLACK-1_4.jpg","29990.00 CLP","","","Rusty","","","","",""
"1000266216Multicolor","in stock","new","Sandalias 7S446-MV","","https://rusty.cl/hombre-calzado-sandalias-7s446-mv-1000266216multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s446-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","","",""
"1000266200Multicolor","in stock","new","Sandalias 7S444-MV","","https://rusty.cl/hombre-calzado-sandalias-7s444-mv-1000266200multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s444-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","Multicolor","",""
"1000266184Multicolor","in stock","new","Sandalias 7S442-MV","","https://rusty.cl/hombre-calzado-sandalias-7s442-mv-1000266184multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s442-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","Multicolor","",""
"1000266248Multicolor","in stock","new","Sandalias 7S450-MV","","https://rusty.cl/hombre-calzado-sandalias-7s450-mv-1000266248multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s450-mv24fullprintmcolor-1.jpg","12990.00 CLP","","","Rusty","","","","",""
"1000266240Multicolor","in stock","new","Sandalias 7S449-MV","","https://rusty.cl/hombre-calzado-sandalias-7s449-mv-1000266240multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s449-mv24fullprintmcolor-1.jpg","12990.00 CLP","","","Rusty","","","","",""
"1000266232Multicolor","in stock","new","Sandalias 7S448-MV","","https://rusty.cl/hombre-calzado-sandalias-7s448-mv-1000266232multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s448-mv24fullprintmcolor-1.jpg","12990.00 CLP","","","Rusty","","","Multicolor","",""
"1000266224Multicolor","in stock","new","SANDALIA 7S447-MV","Descubre la esencia del verano con las sandalias Rusty 2024. Diseñadas para liberar tu espíritu aventurero, estas sandalias te llevarán a nuevas alturas. Con su estilo fresco y su comodidad inigualable, cada paso te acercará al sol y al mar. Sumérgete en la temporada estival con Rusty y deja que tus pies disfruten del auténtico verano.","https://rusty.cl/hombre-calzado-sandalia-7s447-mv-1000266224multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s447-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","","",""
"1000266208Multicolor","in stock","new","SANDALIA 7S445-MV","Descubre la esencia del verano con las sandalias Rusty 2024. Diseñadas para liberar tu espíritu aventurero, estas sandalias te llevarán a nuevas alturas. Con su estilo fresco y su comodidad inigualable, cada paso te acercará al sol y al mar. Sumérgete en la temporada estival con Rusty y deja que tus pies disfruten del auténtico verano.","https://rusty.cl/hombre-calzado-sandalia-7s445-mv-1000266208multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s445-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","","",""
"1000266192Multicolor","in stock","new","SANDALIA 7S443-MV","Descubre la esencia del verano con las sandalias Rusty 2024. Diseñadas para liberar tu espíritu aventurero, estas sandalias te llevarán a nuevas alturas. Con su estilo fresco y su comodidad inigualable, cada paso te acercará al sol y al mar. Sumérgete en la temporada estival con Rusty y deja que tus pies disfruten del auténtico verano.","https://rusty.cl/hombre-calzado-sandalia-7s443-mv-1000266192multicolor.html","https://rusty.cl/media/catalog/product/7/s/7s443-mv24fullprintmcolor-1.jpg","9990.00 CLP","","","Rusty","","","Multicolor","",""
"1000056802Beige","in stock","new","Natured Boy Hat","Estilo de Color:LisoComposicion: AlgodónColor: BeigeEstilo: 7G103-MVPeso Aprox: 0.060","https://rusty.cl/hombre-accesorios-1000056802beige.html","https://rusty.cl/media/catalog/product/7/g/7g103-mv-lisobrown-1.jpg","10990.00 CLP","","","Rusty","","","","",""
