id,availability,condition,title,description,link,image_link,price,gtin,mpn,brand,item_group_id,google_product_category,color,material,pattern
"1000206919Multicolored","in stock","new","TRAJE DE BAÑO 5T1824","Estilo De Color: Full PrintComposición: 90% Poliester / 10% ElastanePeso Apróximado: 0.160Estilo: 5T1824-Mv23 Fast Dry Secado rápido y liviano que da una mejor comodidad y sensación de respirabilidad y frescura de la prenda. Vortex Vortex es la Línea “Pro Series” de los Boardshorts Maui & Sons, fabricado con telas “4 Way Stretch”, telas livianas y de secado rápido.Esta línea está trabajada y pensada para amantes del Surf y los deportes de agua. 4 way Stretch Tela expandible y elástica en las 4 direcciones, permitiendo mayor movilidad y comodidad para el deporte de agua.","https://mauiandsons.cl/juvenil-vestuario-traje-de-bano-5t1824-1000206919multicolored.html","https://mauiandsons.cl/media/catalog/product/5/t/5t1824-mv23fullprintmcolor-1.jpg","26990.00 CLP","","","Maui and Sons","","","","",""
"1000189530Multicolored","in stock","new","CAMISA PALM LAX","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1268-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-palm-lax-1000189530multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1268-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000189531Multicolored","in stock","new","CAMISA HAWAIIAN ISLAND","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1269-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-hawaiian-island-1000189531multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1269-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000189534Multicolored","in stock","new","CAMISA COLLAGE ART","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1272-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-collage-art-1000189534multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1272-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000189535Multicolored","in stock","new","CAMISA ABSTRACT SUMMER","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1273-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-abstract-summer-1000189535multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1273-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000187809Multicolored","in stock","new","CAMISA HIBISCUS ART","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1185-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-hibiscus-art-1000187809multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1185-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000187811Multicolored","in stock","new","CAMISA HAWAIIAN SING","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1187-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-hawaiian-sing-1000187811multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1187-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000187812Multicolored","in stock","new","CAMISA PALM LAX","Estilo De Color: Full PrintComposición: 100% AlgodónPeso Apróximado: 0.120Estilo: 5C1188-Kv23","https://mauiandsons.cl/kids-vestuario-camisa-palm-lax-1000187812multicolored.html","https://mauiandsons.cl/media/catalog/product/5/c/5c1188-kv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000178565LigthGrey","in stock","new","PANTALON JOGGER TD KIDS","Estilo De Color: Full PrintComposición: 0Peso Apróximado: 0.380Estilo: 5N1868-Ki22","https://mauiandsons.cl/kids-vestuario-pantalon-jogger-td-kids-1000178565ligthgrey.html","https://mauiandsons.cl/media/catalog/product/5/n/5n1868-ki22multicolorlgrey-1.jpg","27990.00 CLP","","","Maui and Sons","","","","",""
"1000204011White","in stock","new","Pack POLERA + JOCKEY 5AV1575","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1575-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1575-1000204011white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1575-mv23lisowhite-1.jpg","15990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204011Red","in stock","new","Pack POLERA + JOCKEY 5AV1575","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1575-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1575-1000204011red.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1575-mv23lisored-1.jpg","15990.00 CLP","","","Maui and Sons","","","Rojo","",""
"1000204012White","in stock","new","Pack POLERA + JOCKEY 5AV1576","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1576-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1576-1000204012white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1576-mv23lisowhite-1.jpg","15990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204012Denim","in stock","new","Pack POLERA + JOCKEY 5AV1576","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1576-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1576-1000204012denim.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1576-mv23lisodenim-1.jpg","15990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000204013White","in stock","new","Pack POLERA + JOCKEY 5AV1577","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1577-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1577-1000204013white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1577-mv23lisowhite-1.jpg","17990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204013GreyMelange","in stock","new","Pack POLERA + JOCKEY 5AV1577","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.340Estilo: 5Av1577-Mv23","https://mauiandsons.cl/accesorios-pack-polera-jockey-5av1577-1000204013greymelange.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1577-mv23lisogreymel-1.jpg","17990.00 CLP","","","Maui and Sons","","","Gris","",""
"1000204015White","in stock","new","Pack POLERA + JOCKEY 5AV1579","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1579-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1579-1000204015white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1579-kv23lisowhite-1.jpg","14990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204015Blue","in stock","new","Pack POLERA + JOCKEY 5AV1579","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1579-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1579-1000204015blue.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1579-kv23lisoblue-1.jpg","14990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000204016Red","in stock","new","Pack POLERA + JOCKEY 5AV1580","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1580-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1580-1000204016red.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1580-kv23lisored-1.jpg","14990.00 CLP","","","Maui and Sons","","","Rojo","",""
"1000204016Blue","in stock","new","Pack POLERA + JOCKEY 5AV1580","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1580-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1580-1000204016blue.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1580-kv23lisoblue-1.jpg","14990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000204017White","in stock","new","Pack POLERA + JOCKEY 5AV1581","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1581-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1581-1000204017white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1581-kv23lisowhite-1.jpg","14990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204017Navy","in stock","new","Pack POLERA + JOCKEY 5AV1581","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1581-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1581-1000204017navy.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1581-kv23lisonavy-1.jpg","14990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000204018White","in stock","new","Pack POLERA + JOCKEY 5AV1582","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1582-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1582-1000204018white.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1582-kv23lisowhite-1.jpg","14990.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000204018Green","in stock","new","Pack POLERA + JOCKEY 5AV1582","Estilo De Color: LisoComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.260Estilo: 5Av1582-Kv23","https://mauiandsons.cl/kids-vestuario-pack-polera-jockey-5av1582-1000204018green.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1582-kv23lisogreen-1.jpg","14990.00 CLP","","","Maui and Sons","","","Verde","",""
"1000156557MilitaryGreen","in stock","new","JOGGER CAMO STREET","Estilo De Color: Full PrintComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.520Estilo: 5N865-Mi22","https://mauiandsons.cl/vestuario-hombre-pantalon-camo-street-1000156557.html","https://mauiandsons.cl/media/catalog/product/5/n/5n865-mi22multicolormilitary-1.jpg","24990.00 CLP","","","Maui and Sons","","","","",""
"1000180042Multicolored","in stock","new","POLERA RAINBOW DYE","Estilo De Color: Full PrintComposición: 60% Algodón / 40% PoliesterPeso Apróximado: 0.140Estilo: 5P385-Wv23","https://mauiandsons.cl/vestuario-mujer-polera-rainbow-dye-1000180042.html","https://mauiandsons.cl/media/catalog/product/5/p/5p385-wv23multicolormcolor-1.jpg","11890.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000180494Multicolored","in stock","new","BLUSA ABSTRACT ART KIMONO","Estilo De Color: Full PrintComposición: 100% ViscosaPeso Apróximado: 0.200Estilo: 5C519-Wv23","https://mauiandsons.cl/vestuario-mujer-blusa-abstract-art-kimono-1000180494.html","https://mauiandsons.cl/media/catalog/product/5/c/5c519-wv23fullprintmcolor-1.jpg","39990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000209473Blue","in stock","new","Sandalias 5S1921","Estilo De Color: Full PrintComposición: Plantilla: Eva - CORREA: NubuckPeso Apróximado: 0.180Estilo: 5S1921-Kv23","https://mauiandsons.cl/calzado-sandalias-sandalias 5s1921-1000209473blue.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1921-kv23fullprintblue-1.jpg","8990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000177400Negro","in stock","new","MFG CO. BEANIE","Estilo de Color=LisoComposicion=100% AcrylicPeso=0.060Estilo=5G1801-MI22","https://mauiandsons.cl/hombre-accesorios-gorro-mfg-co-beanie-negro-5g1801-1000177400.html","https://mauiandsons.cl/media/catalog/product/5/g/5g1801-mi22lisoblack-1.jpg","5190.00 CLP","","","Maui and Sons","","","Negro","",""
"1000177438Verde Militar","in stock","new","NATURE BEANIE","Estilo de Color=LisoComposicion=100% AcrylicPeso=0.060Estilo=5G1812-MI22","https://mauiandsons.cl/hombre-accesorios-gorro-nature-beanie-verde-militar-5g1812-1000177438.html","https://mauiandsons.cl/media/catalog/product/5/g/5g1812-mi22lisomilitary-1.jpg","5190.00 CLP","","","Maui and Sons","","","Verde Militar","",""
"1000177439Azul","in stock","new","NATURE BEANIE","Estilo de Color=LisoComposicion=100% AcrylicPeso=0.060Estilo=5G1812-MI22","https://mauiandsons.cl/hombre-accesorios-gorro-nature-beanie-azul-5g1812-1000177439.html","https://mauiandsons.cl/media/catalog/product/5/g/5g1812-mi22lisoblue-1_1.jpg","5190.00 CLP","","","Maui and Sons","","","Azul","",""
"1000214547Azul","in stock","new","FALDA SHORT","Estilo de Color=DenimComprosicíon: 70% Algodón / 25% Poliéster / 3% Viscosa / 2% Spandex Peso=0.260Estilo=5L639-WV23","https://mauiandsons.cl/mujer-vestuario-lady-azul-5l639-1000214547.html","https://mauiandsons.cl/media/catalog/product/5/l/5l639-wv23denimblue-1.jpg","34990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000214553Negro","in stock","new","FALDA NIGHT","Estilo de Color=DenimComprosicíon: 70% Algodón / 25% Poliéster / 3% Viscosa / 2% Spandex Peso=0.260Estilo=5L642-WV23","https://mauiandsons.cl/mujer-vestuario-lady-negro-5l642-1000214553.html","https://mauiandsons.cl/media/catalog/product/5/l/5l642-wv23denimblack-1.jpg","34990.00 CLP","","","Maui and Sons","","","Negro","",""
"1000214571Azul","in stock","new","FALDA BLUE SKY","Estilo de Color=DenimComprosicíon: 70% Algodón / 25% Poliéster / 3% Viscosa / 2% Spandex Peso=0.260Estilo=5L644-WV23","https://mauiandsons.cl/mujer-vestuario-lady-azul-5l644-1000214571.html","https://mauiandsons.cl/media/catalog/product/5/l/5l644-wv23denimblue-1.jpg","34990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000214523Azul","in stock","new","SHORT FOUR YOU DENIM","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B634-WV23","https://mauiandsons.cl/mujer-vestuario-short-azul-5b634-1000214523.html","https://mauiandsons.cl/media/catalog/product/5/b/5b634-wv23lisoblue-1.jpg","34990.00 CLP","","","Maui and Sons","","","","",""
"1000214529Celeste","in stock","new","SHORT DAY AND NIGHT","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B636-WV23","https://mauiandsons.cl/mujer-vestuario-short-celeste-5b636-1000214529.html","https://mauiandsons.cl/media/catalog/product/5/b/5b636-wv23lisolblue-1.jpg","34990.00 CLP","","","Maui and Sons","","","","",""
"1000214530Negro","in stock","new","SHORT DAY AND NIGHT","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B636-WV23","https://mauiandsons.cl/mujer-vestuario-short-negro-5b636-1000214530.html","https://mauiandsons.cl/media/catalog/product/5/b/5b636-wv23lisoblack-1.jpg","34990.00 CLP","","","Maui and Sons","","","","",""
"1000214541Celeste","in stock","new","SHORT POCKET STYLE","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B637-WV23","https://mauiandsons.cl/mujer-vestuario-short-celeste-5b637-1000214541.html","https://mauiandsons.cl/media/catalog/product/5/b/5b637-wv23fullprintlblue-1.jpg","34990.00 CLP","","","Maui and Sons","","","Celeste","",""
"1000214483Rosado","in stock","new","SHORT TRULULÚ","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B1939-WV23","https://mauiandsons.cl/mujer-vestuario-short-rosado-5b1939-1000214483.html","https://mauiandsons.cl/media/catalog/product/5/b/5b1939-wv23lisopink-1.jpg","34990.00 CLP","","","Maui and Sons","","","Rosado","",""
"1000214481Blanco","in stock","new","SHORT TRULULÚ","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B1939-WV23","https://mauiandsons.cl/mujer-vestuario-short-blanco-5b1939-1000214481.html","https://mauiandsons.cl/media/catalog/product/5/b/5b1939-wv23lisowhite-1.jpg","34990.00 CLP","","","Maui and Sons","","","","",""
"1000214482Verde","in stock","new","SHORT TRULULÚ","Estilo de Color=LisoComprosicíon: 100% AlgodónPeso=0.140Estilo=5B1939-WV23","https://mauiandsons.cl/mujer-vestuario-short-verde-5b1939-1000214482.html","https://mauiandsons.cl/media/catalog/product/5/b/5b1939-wv23lisogreen-1.jpg","34990.00 CLP","","","Maui and Sons","","","Verde","",""
"1000214583Multicolor","in stock","new","SHORT PSICHEDELIC BICOLOR","Estilo de Color=FullComprosicíon: 70% Algodón / 25% Poliéster / 3% Viscosa / 2% Spandex Peso=0.140Estilo=5B1940-WV23","https://mauiandsons.cl/mujer-vestuario-short-multicolor-5b1940-1000214583.html","https://mauiandsons.cl/media/catalog/product/5/b/5b1940-wv23fullprintmcolor-1.jpg","34990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000214511Multicolor","in stock","new","SHORT PSICHEDELIC MULTICOLOR","Estilo de Color=FullComprosicíon: 70% Algodón / 25% Poliéster / 3% Viscosa / 2% Spandex Peso=0.140Estilo=5B1941-WV23","https://mauiandsons.cl/mujer-vestuario-short-multicolor-5b1941-1000214511.html","https://mauiandsons.cl/media/catalog/product/s/h/short_multicolor.jpg","34990.00 CLP","","","Maui and Sons","","","","",""
"1000214517Multicolor","in stock","new","SHORT TIE DYE","Estilo de Color=MulticolorComprosicíon: 100% AlgodónPeso=0.140Estilo=5B1942-WV23","https://mauiandsons.cl/mujer-vestuario-short-multicolor-5b1942-1000214517.html","https://mauiandsons.cl/media/catalog/product/5/b/5b1942-wv23multicolormcolor-1_1.jpg","34990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000214411Multicolor","in stock","new","JOCKEY CAMO","Estilo de Color: FullComposicion: 80%Poliéster|20%AlgodónPeso: 0.200Estilo: 5AJ1984-MV","https://mauiandsons.cl/hombre-accesorios-jockey-camo1000214411multicolor.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1984-mv23fullprintmcolor-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214415Negro","in stock","new","JOCKEY ALOHA","Estilo de Color: FullComposicion: 80%Poliéster|20%AlgodónPeso: 0.200Estilo: 5AJ1986-MV","https://mauiandsons.cl/hombre-accesorios-jockey-aloha1000214415negro.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1986-mv23fullprintblack-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214421Multicolor","in stock","new","JOCKEY CAMO SWELL","Estilo de Color=Comprosicíon:80% Poliéster / 20% AlgodónPeso=0.200Estilo=5AJ2000-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-multicolor-5aj2000-1000214421.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2000-mv23fullprintmcolor-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214423Multicolor","in stock","new","JOCKEY CAMO RIDE","Estilo de Color=Comprosicíon:80% Poliéster / 20% AlgodónPeso=0.200Estilo=5AJ2001-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-multicolor-5aj2001-1000214423.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2001-mv23fullprintmcolor-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214459Multicolor","in stock","new","JOCKEY XFIT CAMO","Estilo de Color=Comprosicíon: 82% Acrílico / 13% Lana / 3% SpandexPeso=0.200Estilo=5AJ1988-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-multicolor-5aj1988-1000214459.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1988-mv23fullprintmcolor-1.jpg","16990.00 CLP","","","Maui and Sons","","","","",""
"1000206959Multicolored","in stock","new","CARTERA Rosado Sky","5AV1840-WV23","https://mauiandsons.cl/accesorios-mujer-otros-rosado-sky-1000206959.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1840-wv23multicolormcolor-1.jpg","19990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000206960Multicolored","in stock","new","CARTERA Azul Sky","5AV1841-WV23","https://mauiandsons.cl/accesorios-mujer-otros-azul-sky-1000206960.html","https://mauiandsons.cl/media/catalog/product/5/a/5av1841-wv23multicolormcolor-1.jpg","19990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000208544Red","in stock","new","Sandalias 5S1864","5S1864-MV23","https://mauiandsons.cl/footwear-sandalias-5s1864-1000208544red.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1864-mv23fullprintred-1.jpg","8990.00 CLP","","","Maui and Sons","","","Rojo","",""
"1000208561Multicolored","in stock","new","Sandalias 5S1881","5S1881-MV23","https://mauiandsons.cl/footwear-sandalias-5s1881-1000208561multicolored.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1881-mv23fullprintmcolor-1.jpg","8990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000208556Purple","in stock","new","Sandalias 5S1876","5S1876-MV23","https://mauiandsons.cl/footwear-sandalias-5s1876-1000208556purple.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1876-mv23fullprintpurple-1.jpg","8990.00 CLP","","","Maui and Sons","","","Morado","",""
"1000208556Green","in stock","new","Sandalias 5S1876","5S1876-MV23","https://mauiandsons.cl/footwear-sandalias-5s1876-1000208556green.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1876-mv23fullprintgreen-1.jpg","8990.00 CLP","","","Maui and Sons","","","Verde","",""
"1000206803Grey","in stock","new","Sandalias Altas 5S1761-WV23 Liso Grey","5S1761-WV23","https://mauiandsons.cl/footwear-sandalias-altas-5s1761-wv23-liso-grey-1000206803grey.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1761-wv23lisogrey-1.jpg","14990.00 CLP","","","Maui and Sons","","","Gris","",""
"1000206803Yellow","in stock","new","Sandalias Altas 5S1761-WV23 Liso Grey","5S1761-WV23","https://mauiandsons.cl/footwear-sandalias-altas-5s1761-wv23-liso-grey-1000206803yellow.html","https://mauiandsons.cl/media/catalog/product/5/s/5s1761-wv23lisoyellow-1.jpg","14990.00 CLP","","","Maui and Sons","","","Amarillo","",""
"1000214367Celeste","in stock","new","Jockey RYL Shark","Estilo de Jockey: SnapbackComposicion: Sin InformaciónPeso: 0.200Estilo: 5AJ2013-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-celeste-5aj2013-1000214367.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2013-kv23fullprintlblue-1.jpg","12990.00 CLP","","","Maui and Sons","","","Celeste","",""
"1000214373Rojo","in stock","new","Jockey Lax 80","Estilo de Jockey: SnapbackComposicion: Sin InformaciónPeso: 0.200Estilo: 5AJ2016-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-rojo-5aj2016-1000214373.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2016-kv23lisored-1.jpg","12990.00 CLP","","","Maui and Sons","","","Rojo","",""
"1000214377Negro","in stock","new","Jockey Surfer team","Estilo de Jockey: SnapbackComposicion: Sin InformaciónPeso: 0.200Estilo: 5AJ2018-KV2","https://mauiandsons.cl/nino-accesorios-jockey-negro-5aj2018-1000214377.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2014-kv23fullprintblack-1_1.jpg","12990.00 CLP","","","Maui and Sons","","","","",""
"1000214379Azul","in stock","new","Jockey Bowl shark trucker","Estilo de Jockey: TruckerComposicion: 100% PoliésterPeso: 0.200Estilo: 5AJ2019-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-azul-5aj2019-1000214379.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2019-kv23fullprintblue-1.jpg","12990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000214381Celeste","in stock","new","Jockey LAX trucker","Estilo de Jockey: TruckerComposicion: 100% PoliésterPeso: 0.200Estilo: 5AJ2020-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-celeste-5aj2020-1000214381.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2020-kv23lisolblue-1.jpg","12990.00 CLP","","","Maui and Sons","","","Celeste","",""
"1000214385Negro","in stock","new","Jockey Venice shark trucker","Estilo de Jockey: TruckerComposicion: 100% PoliésterPeso: 0.200Estilo: 5AJ2022-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-negro-5aj2022-1000214385.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2022-kv23fullprintblack-1.jpg","12990.00 CLP","","","Maui and Sons","","","Negro","",""
"1000214387Multicolor","in stock","new","Jockey Spry trucker","Estilo de Jockey: TruckerComposicion: 100% PoliésterPeso: 0.200Estilo: 5AJ2023-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-multicolor-5aj2023-1000214387.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2023-kv23fullprintmcolor-1.jpg","12990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000214391Multicolor","in stock","new","Jockey Brake the wall trucker","Estilo de Jockey: TruckerComposicion: 100% PoliésterPeso: 0.200Estilo: 5AJ2025-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-multicolor-5aj2025-1000214391.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2025-kv23fullprintmcolor-1.jpg","12990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000214397Rojo","in stock","new","Jockey Hang loose shark","Estilo de Jockey: SnapbackComposicion: 80% Poliéster - 20% AldogónPeso: 0.200Estilo: 5AJ2028-KV2","https://mauiandsons.cl/ni-o-accesorios-jockey-rojo-5aj2028-1000214397.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj2028-kv23lisored-1.jpg","12990.00 CLP","","","Maui and Sons","","","Rojo","",""
"1000214399Negro","in stock","new","Jockey Cookie classic","Estilo de Jockey: SnapbackComposicion: 80% Poliéster - 20% AldogónPeso: 0.200Estilo: 5AJ1979-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-negro-5aj1979-1000214399.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1979-mv23lisoblack-1.jpg","11990.00 CLP","","","Maui and Sons","","","Negro","",""
"1000214400Azul","in stock","new","Jockey Cookie classic","Estilo de Jockey: SnapbackComposicion: 80% Poliéster - 20% AldogónPeso: 0.200Estilo: 5AJ1979-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-azul-5aj1979-1000214400.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1979-mv23lisoblue-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214405Olivo","in stock","new","Jockey Custom","Estilo de Jockey: SnapbackComposicion: 80% Poliéster - 20% AldogónPeso: 0.200Estilo: 5AJ1981-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-olivo-5aj1981-1000214405.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1981-mv23lisoolive-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
"1000214407Negro","in stock","new","Jockey 50/ Camo","Estilo de Jockey: SnapbackComposicion: 80% Poliéster - 20% AldogónPeso: 0.200Estilo: 5AJ1982-MV2","https://mauiandsons.cl/hombre-accesorios-jockey-negro-5aj1982-1000214407.html","https://mauiandsons.cl/media/catalog/product/5/a/5aj1982-mv23lisoblack-1.jpg","11990.00 CLP","","","Maui and Sons","","","","",""
